concept_id,layer,metric,probe_score,probe_std,chance,lift_over_chance,p_value,n_permutations,majority_class_rate,n_samples
karam_001,11,balanced_accuracy,0.516667,0.290593,0.5,0.016667,0.457711,200,0.6,20
karam_001,12,balanced_accuracy,0.516667,0.290593,0.5,0.016667,0.442786,200,0.6,20
karam_001,13,balanced_accuracy,0.516667,0.290593,0.5,0.016667,0.427861,200,0.6,20
karam_001,14,balanced_accuracy,0.516667,0.290593,0.5,0.016667,0.427861,200,0.6,20
karam_001,15,balanced_accuracy,0.516667,0.290593,0.5,0.016667,0.482587,200,0.6,20
karam_001,16,balanced_accuracy,0.516667,0.290593,0.5,0.016667,0.472637,200,0.6,20
karam_001,17,balanced_accuracy,0.516667,0.290593,0.5,0.016667,0.482587,200,0.6,20
karam_001,18,balanced_accuracy,0.483333,0.260342,0.5,-0.016667,0.626866,200,0.6,20
karam_001,19,balanced_accuracy,0.483333,0.260342,0.5,-0.016667,0.59204,200,0.6,20
karam_001,20,balanced_accuracy,0.483333,0.260342,0.5,-0.016667,0.58209,200,0.6,20
karam_001,21,balanced_accuracy,0.483333,0.260342,0.5,-0.016667,0.577114,200,0.6,20
karam_001,22,balanced_accuracy,0.516667,0.290593,0.5,0.016667,0.442786,200,0.6,20
karam_001,23,balanced_accuracy,0.516667,0.185592,0.5,0.016667,0.447761,200,0.6,20
sharaf_001,0,balanced_accuracy,0.666667,0.139443,0.5,0.166667,0.124378,200,0.6,20
sharaf_001,1,balanced_accuracy,0.666667,0.139443,0.5,0.166667,0.124378,200,0.6,20
sharaf_001,2,balanced_accuracy,0.666667,0.139443,0.5,0.166667,0.114428,200,0.6,20
sharaf_001,3,balanced_accuracy,0.716667,0.194365,0.5,0.216667,0.049751,200,0.6,20
sharaf_001,4,balanced_accuracy,0.716667,0.194365,0.5,0.216667,0.069652,200,0.6,20
sharaf_001,5,balanced_accuracy,0.716667,0.194365,0.5,0.216667,0.059701,200,0.6,20
sharaf_001,6,balanced_accuracy,0.716667,0.113039,0.5,0.216667,0.049751,200,0.6,20
sharaf_001,7,balanced_accuracy,0.666667,0.139443,0.5,0.166667,0.134328,200,0.6,20
sharaf_001,8,balanced_accuracy,0.716667,0.113039,0.5,0.216667,0.054726,200,0.6,20
sharaf_001,9,balanced_accuracy,0.716667,0.113039,0.5,0.216667,0.064677,200,0.6,20
sharaf_001,10,balanced_accuracy,0.766667,0.161589,0.5,0.266667,0.039801,200,0.6,20
sharaf_001,11,balanced_accuracy,0.716667,0.113039,0.5,0.216667,0.044776,200,0.6,20
sharaf_001,12,balanced_accuracy,0.716667,0.113039,0.5,0.216667,0.039801,200,0.6,20
sharaf_001,13,balanced_accuracy,0.716667,0.113039,0.5,0.216667,0.044776,200,0.6,20
sharaf_001,14,balanced_accuracy,0.716667,0.113039,0.5,0.216667,0.049751,200,0.6,20
sharaf_001,15,balanced_accuracy,0.716667,0.113039,0.5,0.216667,0.064677,200,0.6,20
sharaf_001,16,balanced_accuracy,0.716667,0.113039,0.5,0.216667,0.059701,200,0.6,20
sharaf_001,17,balanced_accuracy,0.766667,0.161589,0.5,0.266667,0.029851,200,0.6,20
sharaf_001,18,balanced_accuracy,0.766667,0.161589,0.5,0.266667,0.024876,200,0.6,20
sharaf_001,19,balanced_accuracy,0.616667,0.145297,0.5,0.116667,0.189055,200,0.6,20
sharaf_001,20,balanced_accuracy,0.616667,0.145297,0.5,0.116667,0.19403,200,0.6,20
sharaf_001,21,balanced_accuracy,0.616667,0.145297,0.5,0.116667,0.18408,200,0.6,20
